"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"CY000176090","LARNACA, CY","2016-02-24","0.00","56",,"44"
"CY000176090","LARNACA, CY","2016-02-25","0.00","58","67","48"
"CY000176090","LARNACA, CY","2016-02-26","0.01","62","74","53"
"CY000176090","LARNACA, CY","2016-02-27","0.00","61","74","49"
"CY000176090","LARNACA, CY","2016-02-28","0.01","58","69","49"
"CY000176090","LARNACA, CY","2016-02-29","0.02","62",,"50"
"CY000176090","LARNACA, CY","2016-03-01","0.00","66",,"55"
"CY000176090","LARNACA, CY","2016-03-02","0.00","66","74","56"
"CY000176090","LARNACA, CY","2016-03-03","0.01","64","70",
"CY000176090","LARNACA, CY","2016-03-04","0.08","60",,"53"
"CY000176090","LARNACA, CY","2016-03-05","0.04","60",,
"CY000176090","LARNACA, CY","2016-03-06","0.00","57","68","46"
"CY000176090","LARNACA, CY","2016-03-07","0.00","59","71","46"
"CY000176090","LARNACA, CY","2016-03-08","0.00","64","74","55"
"CY000176090","LARNACA, CY","2016-03-09","0.00","65","74",
"CY000176090","LARNACA, CY","2016-03-10","0.00","61","71",
"CY000176090","LARNACA, CY","2016-03-11","0.00","59","70","46"
"CY000176090","LARNACA, CY","2016-03-12","0.00","59","69","48"
"CY000176090","LARNACA, CY","2016-03-13","0.00","65","75","53"
"CY000176090","LARNACA, CY","2016-03-14","0.24","63",,
"CY000176090","LARNACA, CY","2016-03-15","0.05","60","67","55"
"CY000176090","LARNACA, CY","2016-03-16","0.08","58","66","47"
"CY000176090","LARNACA, CY","2016-03-17","0.00","55","65","44"
"CY000176090","LARNACA, CY","2016-03-18","0.00","57","67","46"
"CY000176090","LARNACA, CY","2016-03-19","0.00","56","65","46"
"CY000176090","LARNACA, CY","2016-03-20","0.00","61","72","48"
"CY000176090","LARNACA, CY","2016-03-21","0.00","60","69","48"
"CY000176090","LARNACA, CY","2016-03-22","0.00","60",,"48"
"CY000176090","LARNACA, CY","2016-03-23","0.00","61","68","47"
"CY000176090","LARNACA, CY","2016-03-24","0.00","65",,"55"
"CY000176090","LARNACA, CY","2016-03-25","0.00","61","72","50"
"CY000176090","LARNACA, CY","2016-03-26","0.00","60",,
"CY000176090","LARNACA, CY","2016-03-27","0.00","58","70","44"
"CY000176090","LARNACA, CY","2016-03-28","0.01","58","69",
"CY000176090","LARNACA, CY","2016-03-29","0.02","58",,
"CY000176090","LARNACA, CY","2016-03-30","0.00","59","68",
"CY000176090","LARNACA, CY","2016-03-31","0.00","61","72","48"
"CY000176090","LARNACA, CY","2016-04-01","0.00","61","70","49"
"CY000176090","LARNACA, CY","2016-04-02","0.00","64","76","52"
"CY000176090","LARNACA, CY","2016-04-03","0.00","68",,"53"
"CY000176090","LARNACA, CY","2016-04-04","0.00","67","74",
"CY000176090","LARNACA, CY","2016-04-05","0.00","67",,"54"
"CY000176090","LARNACA, CY","2016-04-06","0.00","71","81","57"
"CY000176090","LARNACA, CY","2016-04-07","0.00","66","75","55"
"CY000176090","LARNACA, CY","2016-04-08","0.00","67",,
"CY000176090","LARNACA, CY","2016-04-09","0.00","72",,"63"
"CY000176090","LARNACA, CY","2016-04-10","0.01","69",,
"CY000176090","LARNACA, CY","2016-04-11","0.00","65",,"55"
"CY000176090","LARNACA, CY","2016-04-12","0.00","59","69",
"CY000176090","LARNACA, CY","2016-04-13","0.06","63","72","52"
"CY000176090","LARNACA, CY","2016-04-14","0.01","65","76","53"
"CY000176090","LARNACA, CY","2016-04-15","0.01","66","79","55"
"CY000176090","LARNACA, CY","2016-04-16","0.00","68","79","57"
"CY000176090","LARNACA, CY","2016-04-17","0.01","67","76",
"CY000176090","LARNACA, CY","2016-04-18","0.01","67","75","55"
"CY000176090","LARNACA, CY","2016-04-19","0.00","71","83","56"
"CY000176090","LARNACA, CY","2016-04-20","0.00","76",,"62"
"CY000176090","LARNACA, CY","2016-04-21","0.00","75","87",
"CY000176090","LARNACA, CY","2016-04-22","0.00","71","80",
"CY000176090","LARNACA, CY","2016-04-23","0.00","71","84",
"CY000176090","LARNACA, CY","2016-04-24","0.00","68","76","59"
"CY000176090","LARNACA, CY","2016-04-25","0.00","70","82","61"
"CY000176090","LARNACA, CY","2016-04-26","0.00","68","76","58"
"CY000176090","LARNACA, CY","2016-04-27","0.00","69","77","61"
"CY000176090","LARNACA, CY","2016-04-28","0.00","67","78","56"
"CY000176090","LARNACA, CY","2016-04-29","0.01","67","76",
"CY000176090","LARNACA, CY","2016-04-30","0.00","70","79","60"
"CY000176090","LARNACA, CY","2016-05-01","0.00","74","85","63"
"CY000176090","LARNACA, CY","2016-05-02","0.00","74","81","68"
"CY000176090","LARNACA, CY","2016-05-03","0.00","71","80",
"CY000176090","LARNACA, CY","2016-05-04","0.00","68","76","62"
"CY000176090","LARNACA, CY","2016-05-05","0.00","67","76","60"
"CY000176090","LARNACA, CY","2016-05-06","0.00","67","75","59"
"CY000176090","LARNACA, CY","2016-05-07","0.01","65","76",
"CY000176090","LARNACA, CY","2016-05-08","0.01","66",,"55"
"CY000176090","LARNACA, CY","2016-05-09","0.00","69","76",
"CY000176090","LARNACA, CY","2016-05-10","0.00","71","81",
"CY000176090","LARNACA, CY","2016-05-11","0.00","70","81","60"
"CY000176090","LARNACA, CY","2016-05-12","0.00","70","78","60"
"CY000176090","LARNACA, CY","2016-05-13","0.00","72",,"63"
"CY000176090","LARNACA, CY","2016-05-14","0.00","75","87","68"
"CY000176090","LARNACA, CY","2016-05-15","0.00","81","97",
"CY000176090","LARNACA, CY","2016-05-16","0.00","80","87",
"CY000176090","LARNACA, CY","2016-05-17","0.00","74","84",
"CY000176090","LARNACA, CY","2016-05-18","0.00","70","81","59"
"CY000176090","LARNACA, CY","2016-05-19","0.00","71",,"60"
"CY000176090","LARNACA, CY","2016-05-20","0.00","69","78","60"
"CY000176090","LARNACA, CY","2016-05-21","0.00","70","79",
"CY000176090","LARNACA, CY","2016-05-22","0.00","72","82",
"CY000176090","LARNACA, CY","2016-05-23","0.00","70","78",
"CY000176090","LARNACA, CY","2016-05-24","0.00","71","84","58"
"CY000176090","LARNACA, CY","2016-05-25","0.00","70","78",
"CY000176090","LARNACA, CY","2016-05-26","0.00","72","81",
"CY000176090","LARNACA, CY","2016-05-27","0.00","69","75","62"
"CY000176090","LARNACA, CY","2016-05-28","0.02","69",,"60"
"CY000176090","LARNACA, CY","2016-05-29","0.00","71","81","61"
"CY000176090","LARNACA, CY","2016-05-30","0.00","73","84","62"
"CY000176090","LARNACA, CY","2016-05-31","0.00","74","85","62"
"CY000176090","LARNACA, CY","2016-06-01","0.00","75","84","63"
"CY000176090","LARNACA, CY","2016-06-02","0.00","75","84","66"
"CY000176090","LARNACA, CY","2016-06-03","0.00","76","86",
"CY000176090","LARNACA, CY","2016-06-04","0.00","80","94","68"
"CY000176090","LARNACA, CY","2016-06-05","0.00","76","83","65"
"CY000176090","LARNACA, CY","2016-06-06","0.00","76","86","66"
"CY000176090","LARNACA, CY","2016-06-07","0.00","76","85","63"
"CY000176090","LARNACA, CY","2016-06-08","0.00","76","85","66"
"CY000176090","LARNACA, CY","2016-06-09","0.00","75","82","68"
"CY000176090","LARNACA, CY","2016-06-10","0.00","74","81","65"
"CY000176090","LARNACA, CY","2016-06-11","0.00","74",,
"CY000176090","LARNACA, CY","2016-06-12","0.00","75","84",
"CY000176090","LARNACA, CY","2016-06-13","0.00","78","87","65"
"CY000176090","LARNACA, CY","2016-06-14","0.00","77","87",
"CY000176090","LARNACA, CY","2016-06-15","0.00","80","92",
"CY000176090","LARNACA, CY","2016-06-16","0.00","80",,
"CY000176090","LARNACA, CY","2016-06-17","0.00","84","93",
"CY000176090","LARNACA, CY","2016-06-18","0.00","86","97","73"
"CY000176090","LARNACA, CY","2016-06-19","0.00","89","98",
"CY000176090","LARNACA, CY","2016-06-20","0.00","90","100","79"
"CY000176090","LARNACA, CY","2016-06-21","0.00","89","97","77"
"CY000176090","LARNACA, CY","2016-06-22","0.00","86",,"78"
"CY000176090","LARNACA, CY","2016-06-23","0.00","84",,"76"
"CY000176090","LARNACA, CY","2016-06-24","0.01","85","93","74"
"CY000176090","LARNACA, CY","2016-06-25","0.00","85","96","78"
"CY000176090","LARNACA, CY","2016-06-26","0.00","85",,
"CY000176090","LARNACA, CY","2016-06-27","0.00","83","94",
"CY000176090","LARNACA, CY","2016-06-28","0.00","80","88","71"
"CY000176090","LARNACA, CY","2016-06-29","0.00","81","87","73"
"CY000176090","LARNACA, CY","2016-06-30","0.00","80",,
"CY000176090","LARNACA, CY","2016-07-01","0.00","81","90","70"
"CY000176090","LARNACA, CY","2016-07-02","0.00","83","93","74"
"CY000176090","LARNACA, CY","2016-07-03","0.00","83","92",
"CY000176090","LARNACA, CY","2016-07-04","0.01","83","92","72"
"CY000176090","LARNACA, CY","2016-07-05","0.00","84","92",
"CY000176090","LARNACA, CY","2016-07-06","0.00","85","95","75"
"CY000176090","LARNACA, CY","2016-07-07","0.00","83","93","73"
"CY000176090","LARNACA, CY","2016-07-08","0.00","82","88","72"
"CY000176090","LARNACA, CY","2016-07-09","0.00","84","90",
"CY000176090","LARNACA, CY","2016-07-10","0.00","84","95",
"CY000176090","LARNACA, CY","2016-07-11","0.00","85",,"74"
"CY000176090","LARNACA, CY","2016-07-12","0.00","85",,"74"
"CY000176090","LARNACA, CY","2016-07-13","0.00","85","95",
"CY000176090","LARNACA, CY","2016-07-14","0.00","86","98","73"
"CY000176090","LARNACA, CY","2016-07-15","0.00","84","91",
"CY000176090","LARNACA, CY","2016-07-16","0.00","83","93","72"
"CY000176090","LARNACA, CY","2016-07-17","0.00","85","92","76"
"CY000176090","LARNACA, CY","2016-07-18","0.00","83","94",
"CY000176090","LARNACA, CY","2016-07-19","0.00","81","88","73"
"CY000176090","LARNACA, CY","2016-07-20","0.00","82","89","75"
"CY000176090","LARNACA, CY","2016-07-21","0.00","82","90","76"
"CY000176090","LARNACA, CY","2016-07-22","0.00","82",,
"CY000176090","LARNACA, CY","2016-07-23","0.00","83","91","73"
"CY000176090","LARNACA, CY","2016-07-24","0.00","84","93","75"
"CY000176090","LARNACA, CY","2016-07-25","0.00","86","94","76"
"CY000176090","LARNACA, CY","2016-07-26","0.00","83","92",
"CY000176090","LARNACA, CY","2016-07-27","0.00","84","95","73"
"CY000176090","LARNACA, CY","2016-07-28","0.00","84","93",
"CY000176090","LARNACA, CY","2016-07-29","0.00","85","94",
"CY000176090","LARNACA, CY","2016-07-30","0.00","86","95","76"
"CY000176090","LARNACA, CY","2016-07-31","0.00","85","94",
"CY000176090","LARNACA, CY","2016-08-01","0.00","86","96","74"
"CY000176090","LARNACA, CY","2016-08-02","0.00","86","95","77"
"CY000176090","LARNACA, CY","2016-08-03","0.00","85","95",
"CY000176090","LARNACA, CY","2016-08-04","0.00","85","94","77"
"CY000176090","LARNACA, CY","2016-08-05","0.00","83","91",
"CY000176090","LARNACA, CY","2016-08-06","0.00","83",,"75"
"CY000176090","LARNACA, CY","2016-08-07","0.00","84",,"75"
"CY000176090","LARNACA, CY","2016-08-08","0.00","86",,"76"
"CY000176090","LARNACA, CY","2016-08-09","0.00","86","98",
"CY000176090","LARNACA, CY","2016-08-10","0.00","86","97",
"CY000176090","LARNACA, CY","2016-08-11","0.00","83","92",
"CY000176090","LARNACA, CY","2016-08-12","0.00","82","90","75"
"CY000176090","LARNACA, CY","2016-08-13","0.00","83","90","75"
"CY000176090","LARNACA, CY","2016-08-14","0.00","85","92",
"CY000176090","LARNACA, CY","2016-08-15","0.00","83",,"77"
"CY000176090","LARNACA, CY","2016-08-16","0.00","81","90",
"CY000176090","LARNACA, CY","2016-08-17","0.00","82","90",
"CY000176090","LARNACA, CY","2016-08-18","0.00","82","94","70"
"CY000176090","LARNACA, CY","2016-08-19","0.01","82","92",
"CY000176090","LARNACA, CY","2016-08-20","0.00","81","91","71"
"CY000176090","LARNACA, CY","2016-08-21","0.00","82","92","71"
"CY000176090","LARNACA, CY","2016-08-22","0.00","83","92","73"
"CY000176090","LARNACA, CY","2016-08-23","0.00","83","92","72"
"CY000176090","LARNACA, CY","2016-08-24","0.00","84",,"73"
"CY000176090","LARNACA, CY","2016-08-25","0.00","84",,"73"
"CY000176090","LARNACA, CY","2016-08-26","0.00","84",,
"CY000176090","LARNACA, CY","2016-08-27","0.00","83","90","75"
"CY000176090","LARNACA, CY","2016-08-28","0.00","83","90",
"CY000176090","LARNACA, CY","2016-08-29","0.00","83","89","75"
"CY000176090","LARNACA, CY","2016-08-30","0.00","82","89","75"
"CY000176090","LARNACA, CY","2016-08-31","0.00","81","90","72"
"CY000176090","LARNACA, CY","2016-09-01","0.00","82","89","73"
"CY000176090","LARNACA, CY","2016-09-02","0.00","83",,"73"
"CY000176090","LARNACA, CY","2016-09-03","0.00","82","88","75"
"CY000176090","LARNACA, CY","2016-09-04","0.00","80","89","71"
"CY000176090","LARNACA, CY","2016-09-05","0.00","81","88",
"CY000176090","LARNACA, CY","2016-09-06","0.00","81","88","71"
"CY000176090","LARNACA, CY","2016-09-07","0.00","82","90",
"CY000176090","LARNACA, CY","2016-09-08","0.00","80","88","71"
"CY000176090","LARNACA, CY","2016-09-09","0.00","80","90","70"
"CY000176090","LARNACA, CY","2016-09-10","0.00","81","91","69"
"CY000176090","LARNACA, CY","2016-09-11","0.00","83","92","70"
"CY000176090","LARNACA, CY","2016-09-12","0.00","81","90","75"
"CY000176090","LARNACA, CY","2016-09-13","0.00","80",,"70"
"CY000176090","LARNACA, CY","2016-09-14","0.00","80","88",
"CY000176090","LARNACA, CY","2016-09-15","0.00","79","88",
"CY000176090","LARNACA, CY","2016-09-16","0.00","80","87",
"CY000176090","LARNACA, CY","2016-09-17","0.00","82","92",
"CY000176090","LARNACA, CY","2016-09-18","0.00","81","91",
"CY000176090","LARNACA, CY","2016-09-19","0.00","79",,"67"
"CY000176090","LARNACA, CY","2016-09-20","0.00","83","89","71"
"CY000176090","LARNACA, CY","2016-09-21","0.02","80","88",
"CY000176090","LARNACA, CY","2016-09-22","0.00","78","88",
"CY000176090","LARNACA, CY","2016-09-23","0.00","78","89",
"CY000176090","LARNACA, CY","2016-09-24","0.00","74",,
"CY000176090","LARNACA, CY","2016-09-25","0.00","75",,"64"
"CY000176090","LARNACA, CY","2016-09-26","0.00","75",,"65"
"CY000176090","LARNACA, CY","2016-09-27","0.00","75","83","66"
"CY000176090","LARNACA, CY","2016-09-28","0.00","75",,"67"
"CY000176090","LARNACA, CY","2016-09-29","0.00","77",,
"CY000176090","LARNACA, CY","2016-09-30","0.00","77","86","67"
"CY000176090","LARNACA, CY","2016-10-01","0.00","76","85",
"CY000176090","LARNACA, CY","2016-10-02",,"78",,
"CY000176090","LARNACA, CY","2016-10-03","0.00","80","91","67"
"CY000176090","LARNACA, CY","2016-10-04","0.00","78","88",
"CY000176090","LARNACA, CY","2016-10-05","0.00","75","85","64"
"CY000176090","LARNACA, CY","2016-10-06","0.00","75","83","66"
"CY000176090","LARNACA, CY","2016-10-07","0.00","76","83","68"
"CY000176090","LARNACA, CY","2016-10-08","0.00","75","83","66"
"CY000176090","LARNACA, CY","2016-10-09","0.00","76","83","66"
"CY000176090","LARNACA, CY","2016-10-10","0.00","76","83","67"
"CY000176090","LARNACA, CY","2016-10-11","0.00","73",,"66"
"CY000176090","LARNACA, CY","2016-10-12","0.00","74",,
"CY000176090","LARNACA, CY","2016-10-13","0.00","75","86","64"
"CY000176090","LARNACA, CY","2016-10-14","0.00","76",,
"CY000176090","LARNACA, CY","2016-10-15","0.00","73","83",
"CY000176090","LARNACA, CY","2016-10-16","0.00","74",,"65"
"CY000176090","LARNACA, CY","2016-10-17","0.00","75","85",
"CY000176090","LARNACA, CY","2016-10-18","0.00","72","83",
"CY000176090","LARNACA, CY","2016-10-19","0.00","72","81","63"
"CY000176090","LARNACA, CY","2016-10-20","0.00","72",,"63"
"CY000176090","LARNACA, CY","2016-10-21","0.00","72",,"63"
"CY000176090","LARNACA, CY","2016-10-22","0.00","72","81",
"CY000176090","LARNACA, CY","2016-10-23","0.00","72","81",
"CY000176090","LARNACA, CY","2016-10-24","0.00","72","81","62"
"CY000176090","LARNACA, CY","2016-10-25","0.00","73","85","64"
"CY000176090","LARNACA, CY","2016-10-26","0.00","71","81",
"CY000176090","LARNACA, CY","2016-10-27","0.00","72","83","58"
"CY000176090","LARNACA, CY","2016-10-28","0.00","75",,"67"
"CY000176090","LARNACA, CY","2016-10-29","0.00","73","81","65"
"CY000176090","LARNACA, CY","2016-10-30","0.00","73","86","62"
"CY000176090","LARNACA, CY","2016-10-31","0.00","73",,"61"
"CY000176090","LARNACA, CY","2016-11-01","0.94","67","74",
"CY000176090","LARNACA, CY","2016-11-02","0.00","61","71",
"CY000176090","LARNACA, CY","2016-11-03","0.00","62",,"50"
"CY000176090","LARNACA, CY","2016-11-04","0.00","64",,"55"
"CY000176090","LARNACA, CY","2016-11-05","0.00","66","74","57"
"CY000176090","LARNACA, CY","2016-11-06","0.00","67","75","57"
"CY000176090","LARNACA, CY","2016-11-07","0.00","66","76",
"CY000176090","LARNACA, CY","2016-11-08","0.00","67","76","57"
"CY000176090","LARNACA, CY","2016-11-09","0.00","70","80","61"
"CY000176090","LARNACA, CY","2016-11-10","0.00","71",,
"CY000176090","LARNACA, CY","2016-11-11","0.00","69","76","60"
"CY000176090","LARNACA, CY","2016-11-12","0.00","67",,"59"
"CY000176090","LARNACA, CY","2016-11-13","0.00","66","76","58"
"CY000176090","LARNACA, CY","2016-11-14","0.00","68",,"58"
"CY000176090","LARNACA, CY","2016-11-15","0.00","68",,
"CY000176090","LARNACA, CY","2016-11-16","0.00","64","76",
"CY000176090","LARNACA, CY","2016-11-17","0.00","58","67","49"
"CY000176090","LARNACA, CY","2016-11-18","0.00","61","70","51"
"CY000176090","LARNACA, CY","2016-11-19","0.00","65","74","58"
"CY000176090","LARNACA, CY","2016-11-20","0.00","67",,
"CY000176090","LARNACA, CY","2016-11-21","0.00","65","74",
"CY000176090","LARNACA, CY","2016-11-22","0.00","65",,
"CY000176090","LARNACA, CY","2016-11-23","0.00","62",,
"CY000176090","LARNACA, CY","2016-11-24","0.00","61",,"53"
"CY000176090","LARNACA, CY","2016-11-25","0.00","59",,
"CY000176090","LARNACA, CY","2016-11-26","0.00","59","71","49"
"CY000176090","LARNACA, CY","2016-11-27","0.00","58","70",
"CY000176090","LARNACA, CY","2016-11-28","0.00","59","70","47"
"CY000176090","LARNACA, CY","2016-11-29","0.01","63","70","53"
"CY000176090","LARNACA, CY","2016-11-30","0.10","62","71",
"CY000176090","LARNACA, CY","2016-12-01","0.44","56",,
"CY000176090","LARNACA, CY","2016-12-02","0.53","56","63",
"CY000176090","LARNACA, CY","2016-12-03","0.00","58","69","46"
"CY000176090","LARNACA, CY","2016-12-04","0.00","59",,"49"
"CY000176090","LARNACA, CY","2016-12-05","0.00","59","68",
"CY000176090","LARNACA, CY","2016-12-06","0.03","57","67",
"CY000176090","LARNACA, CY","2016-12-07","0.00","57","68","48"
"CY000176090","LARNACA, CY","2016-12-08","0.00","55","62",
"CY000176090","LARNACA, CY","2016-12-09","0.00","53","63","43"
"CY000176090","LARNACA, CY","2016-12-10","0.00","56","67",
"CY000176090","LARNACA, CY","2016-12-11","0.00","58","68",
"CY000176090","LARNACA, CY","2016-12-12","0.01","57",,
"CY000176090","LARNACA, CY","2016-12-13","0.25","60","71","52"
"CY000176090","LARNACA, CY","2016-12-14","0.09","49","60",
"CY000176090","LARNACA, CY","2016-12-15","0.00","47","57","35"
"CY000176090","LARNACA, CY","2016-12-16","0.00","51",,"44"
"CY000176090","LARNACA, CY","2016-12-17","0.00","49","52",
"CY000176090","LARNACA, CY","2016-12-18","0.35","47",,
"CY000176090","LARNACA, CY","2016-12-19","0.00","45","55",
"CY000176090","LARNACA, CY","2016-12-20","0.01","49",,"37"
"CY000176090","LARNACA, CY","2016-12-21","0.00","51","61","44"
"CY000176090","LARNACA, CY","2016-12-22","0.46","51","55",
"CY000176090","LARNACA, CY","2016-12-23","0.50","52","60","48"
"CY000176090","LARNACA, CY","2016-12-24","0.27","52","58","47"
"CY000176090","LARNACA, CY","2016-12-25","0.10","52",,
"CY000176090","LARNACA, CY","2016-12-26","0.01","52",,"44"
"CY000176090","LARNACA, CY","2016-12-27","0.12","51","60",
"CY000176090","LARNACA, CY","2016-12-28","0.00","54","62","41"
"CY000176090","LARNACA, CY","2016-12-29","0.20","57","63",
"CY000176090","LARNACA, CY","2016-12-30","0.38","54","61",
"CY000176090","LARNACA, CY","2016-12-31","0.73","51","62",
"CY000176090","LARNACA, CY","2017-01-01","0.00","49","60","40"
"CY000176090","LARNACA, CY","2017-01-02","0.48","51","61",
"CY000176090","LARNACA, CY","2017-01-03","0.02","49","61",
"CY000176090","LARNACA, CY","2017-01-04","0.01","50","62","41"
"CY000176090","LARNACA, CY","2017-01-05","0.01","56","65","45"
"CY000176090","LARNACA, CY","2017-01-06","0.01","55",,"46"
"CY000176090","LARNACA, CY","2017-01-07","0.01","55","65","46"
"CY000176090","LARNACA, CY","2017-01-08","0.24","51","56",
"CY000176090","LARNACA, CY","2017-01-09","0.21","47","59",
"CY000176090","LARNACA, CY","2017-01-10","0.00","54",,"39"
"CY000176090","LARNACA, CY","2017-01-11","0.20","52",,"42"
"CY000176090","LARNACA, CY","2017-01-12","0.00","53","63","44"
"CY000176090","LARNACA, CY","2017-01-13","0.00","52",,
"CY000176090","LARNACA, CY","2017-01-14","0.00","52",,"42"
"CY000176090","LARNACA, CY","2017-01-15","0.00","54","62","46"
"CY000176090","LARNACA, CY","2017-01-16","0.00","53","62","45"
"CY000176090","LARNACA, CY","2017-01-17","0.00","54","63","48"
"CY000176090","LARNACA, CY","2017-01-18","0.01","55","65","47"
"CY000176090","LARNACA, CY","2017-01-19","0.00","55","65","46"
"CY000176090","LARNACA, CY","2017-01-20","0.00","55","64","46"
"CY000176090","LARNACA, CY","2017-01-21","0.00","51","61",
"CY000176090","LARNACA, CY","2017-01-22","0.00","50","61",
"CY000176090","LARNACA, CY","2017-01-23","0.00","51","62",
"CY000176090","LARNACA, CY","2017-01-24","0.00","55","63",
"CY000176090","LARNACA, CY","2017-01-25","0.00","57","67",
"CY000176090","LARNACA, CY","2017-01-26","0.00","53","65","40"
"CY000176090","LARNACA, CY","2017-01-27","0.00","44","55",
"CY000176090","LARNACA, CY","2017-01-28","0.02","42","50","33"
"CY000176090","LARNACA, CY","2017-01-29","0.00","45","55",
"CY000176090","LARNACA, CY","2017-01-30","0.00","46","55","37"
"CY000176090","LARNACA, CY","2017-01-31","0.00","47","55",
"CY000176090","LARNACA, CY","2017-02-01","0.00","43","54","32"
"CY000176090","LARNACA, CY","2017-02-02","0.00","47","60",
"CY000176090","LARNACA, CY","2017-02-03","0.00","51","62",
"CY000176090","LARNACA, CY","2017-02-04","0.00","51","61",
"CY000176090","LARNACA, CY","2017-02-05","0.00","54",,"44"
"CY000176090","LARNACA, CY","2017-02-06","0.00","56","65","45"
"CY000176090","LARNACA, CY","2017-02-07","0.01","58","67",
"CY000176090","LARNACA, CY","2017-02-08","0.00","60","67",
"CY000176090","LARNACA, CY","2017-02-09","0.00","58",,
"CY000176090","LARNACA, CY","2017-02-10","0.02","56","65",
"CY000176090","LARNACA, CY","2017-02-11","0.00","54",,"46"
"CY000176090","LARNACA, CY","2017-02-12","0.00","56","65","48"
"CY000176090","LARNACA, CY","2017-02-13","0.00","53",,"45"
"CY000176090","LARNACA, CY","2017-02-14","0.00","49","54",
"CY000176090","LARNACA, CY","2017-02-15","0.00","48","58","35"
"CY000176090","LARNACA, CY","2017-02-16","0.00","47",,
"CY000176090","LARNACA, CY","2017-02-17","0.01","46",,"36"
"CY000176090","LARNACA, CY","2017-02-18","0.00","49",,
"CY000176090","LARNACA, CY","2017-02-19","0.00","52","63","41"
"CY000176090","LARNACA, CY","2017-02-20","0.00","53","65","42"
"CY000176090","LARNACA, CY","2017-02-21","0.00","55","65","43"
"CY000176090","LARNACA, CY","2017-02-22","0.00","57","65","32"
"CY000176090","LARNACA, CY","2017-02-23","0.00","57","67",
"CY000176090","LARNACA, CY","2017-02-24","0.00","57",,
"CY000176090","LARNACA, CY","2017-02-25","0.00","56",,"45"
"CY000176090","LARNACA, CY","2017-02-26","0.00","57","67","45"
"CY000176090","LARNACA, CY","2017-02-27","0.01","58",,"48"
"CY000176090","LARNACA, CY","2017-02-28","0.00","64","70","55"
"CY000176090","LARNACA, CY","2017-03-01","0.00","63","75",
"CY000176090","LARNACA, CY","2017-03-02","0.00","60",,"51"
"CY000176090","LARNACA, CY","2017-03-03","0.09","54","63","45"
"CY000176090","LARNACA, CY","2017-03-04","0.00","57",,"44"
"CY000176090","LARNACA, CY","2017-03-05","0.00","57","69","47"
"CY000176090","LARNACA, CY","2017-03-06","0.00","59","71","47"
"CY000176090","LARNACA, CY","2017-03-07","0.00","61","72",
"CY000176090","LARNACA, CY","2017-03-08","0.00","57","67",
"CY000176090","LARNACA, CY","2017-03-09","0.00","63","71","49"
"CY000176090","LARNACA, CY","2017-03-10","0.02","61","71",
"CY000176090","LARNACA, CY","2017-03-11","0.47","58","64","49"
"CY000176090","LARNACA, CY","2017-03-12","0.06","62",,
"CY000176090","LARNACA, CY","2017-03-13","0.07","58","69",
"CY000176090","LARNACA, CY","2017-03-14","0.00","57","68",
"CY000176090","LARNACA, CY","2017-03-15","0.00","52","63","43"
"CY000176090","LARNACA, CY","2017-03-16","0.01","54","65",
"CY000176090","LARNACA, CY","2017-03-17","0.05","56","65","45"
"CY000176090","LARNACA, CY","2017-03-18","0.00","55","65","46"
"CY000176090","LARNACA, CY","2017-03-19","0.00","57",,"45"
"CY000176090","LARNACA, CY","2017-03-20","0.00","58","70",
"CY000176090","LARNACA, CY","2017-03-21","0.01","60","70",
"CY000176090","LARNACA, CY","2017-03-22","0.00","59",,"51"
"CY000176090","LARNACA, CY","2017-03-23","0.00","60","70",
"CY000176090","LARNACA, CY","2017-03-24","0.00","61","72",
"CY000176090","LARNACA, CY","2017-03-25","0.00","60","72","46"
"CY000176090","LARNACA, CY","2017-03-26","0.00","60","71",
"CY000176090","LARNACA, CY","2017-03-27","0.00","60","69","53"
"CY000176090","LARNACA, CY","2017-03-28","0.00","60","68","51"
"CY000176090","LARNACA, CY","2017-03-29","0.01","61",,
"CY000176090","LARNACA, CY","2017-03-30","0.00","65","74","54"
"CY000176090","LARNACA, CY","2017-03-31","0.00","60","69",
"CY000176090","LARNACA, CY","2017-04-01","0.31","58",,
"CY000176090","LARNACA, CY","2017-04-02","0.00","59","67","51"
"CY000176090","LARNACA, CY","2017-04-03","0.46","62",,
"CY000176090","LARNACA, CY","2017-04-04","0.01","63","70",
"CY000176090","LARNACA, CY","2017-04-05","0.00","69","78","58"
"CY000176090","LARNACA, CY","2017-04-06","0.00","65",,"55"
"CY000176090","LARNACA, CY","2017-04-07","0.00","63",,"51"
"CY000176090","LARNACA, CY","2017-04-08","0.00","62","68","54"
"CY000176090","LARNACA, CY","2017-04-09","0.00","61",,"48"
"CY000176090","LARNACA, CY","2017-04-10","0.00","61","70","48"
"CY000176090","LARNACA, CY","2017-04-11","0.00","66","72","54"
"CY000176090","LARNACA, CY","2017-04-12","0.00","67","72",
"CY000176090","LARNACA, CY","2017-04-13","0.31","64","69","59"
"CY000176090","LARNACA, CY","2017-04-14","0.01","65","72",
"CY000176090","LARNACA, CY","2017-04-15","0.00","63","70","54"
"CY000176090","LARNACA, CY","2017-04-16","0.11","62","71",
"CY000176090","LARNACA, CY","2017-04-17","0.01","63","70",
"CY000176090","LARNACA, CY","2017-04-18","0.00","64","73","54"
"CY000176090","LARNACA, CY","2017-04-19","0.01","64","74","54"
